dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,0.000099,25.000000,0.000149,0.014925,0.746269,37.313433,0.000000
0.020000,0.000696,25.000000,0.000746,0.029851,0.746269,-0.000000,0.000000
0.020000,0.001890,25.000000,0.001940,0.059701,1.492537,37.313433,0.000000
0.020000,0.003681,25.000000,0.003731,0.089552,1.492537,-0.000000,0.000000
0.020000,0.006069,25.000000,0.006119,0.119403,1.492537,0.000000,0.000000
0.020000,0.009054,25.000000,0.009104,0.149254,1.492537,0.000000,0.000000
0.020000,0.012637,25.000000,0.012687,0.179104,1.492537,0.000000,0.000000
0.020000,0.016816,25.000000,0.016866,0.208955,1.492537,-0.000000,0.000000
0.020000,0.021592,25.000000,0.021642,0.238806,1.492537,0.000000,0.000000
0.020000,0.026965,25.000000,0.027015,0.268657,1.492537,0.000000,0.000000
0.020000,0.032935,25.000000,0.032985,0.298507,1.492537,-0.000000,0.000000
0.020000,0.039502,25.000000,0.039552,0.328358,1.492537,0.000000,0.000000
0.020000,0.046666,25.000000,0.046716,0.358209,1.492537,-0.000000,0.000000
0.020000,0.054428,25.000000,0.054478,0.388060,1.492537,0.000000,0.000000
0.020000,0.062786,25.000000,0.062836,0.417910,1.492537,-0.000000,0.000000
0.020000,0.071741,25.000000,0.071791,0.447761,1.492537,0.000000,0.000000
0.020000,0.081293,25.000000,0.081343,0.477612,1.492537,0.000000,0.000000
0.020000,0.091443,25.000000,0.091493,0.507463,1.492537,-0.000000,0.000000
0.020000,0.102189,25.000000,0.102239,0.537313,1.492537,-0.000000,0.000000
0.020000,0.113532,25.000000,0.113582,0.567164,1.492537,0.000000,0.000000
0.020000,0.125472,25.000000,0.125522,0.597015,1.492537,-0.000000,0.000000
0.020000,0.138010,25.000000,0.138060,0.626866,1.492537,0.000000,0.000000
0.020000,0.151144,25.000000,0.151194,0.656716,1.492537,0.000000,0.000000
0.020000,0.164875,25.000000,0.164925,0.686567,1.492537,-0.000000,0.000000
0.020000,0.179204,25.000000,0.179254,0.716418,1.492537,0.000000,0.000000
0.020000,0.194129,25.000000,0.194179,0.746269,1.492537,0.000000,0.000000
0.020000,0.209651,25.000000,0.209701,0.776119,1.492537,-0.000000,0.000000
0.020000,0.225771,25.000000,0.225821,0.805970,1.492537,0.000000,0.000000
0.020000,0.242487,25.000000,0.242537,0.835821,1.492537,-0.000000,0.000000
0.020000,0.259801,25.000000,0.259851,0.865672,1.492537,-0.000000,0.000000
0.020000,0.277711,25.000000,0.277761,0.895522,1.492537,0.000000,0.000000
0.020000,0.296219,25.000000,0.296269,0.925373,1.492537,-0.000000,0.000000
0.020000,0.315323,25.000000,0.315373,0.955224,1.492537,0.000000,0.000000
0.020000,0.335025,25.000000,0.335075,0.985075,1.492537,0.000000,0.000000
0.020000,0.355323,25.000000,0.355373,1.014925,1.492537,-0.000000,0.000000
0.020000,0.376219,25.000000,0.376269,1.044776,1.492537,0.000000,0.000000
0.020000,0.397711,25.000000,0.397761,1.074627,1.492537,-0.000000,0.000000
0.020000,0.419801,25.000000,0.419851,1.104478,1.492537,0.000000,0.000000
0.020000,0.442487,25.000000,0.442537,1.134328,1.492537,-0.000000,0.000000
0.020000,0.465771,25.000000,0.465821,1.164179,1.492537,0.000000,0.000000
0.020000,0.489651,25.000000,0.489701,1.194030,1.492537,-0.000000,0.000000
0.020000,0.514129,25.000000,0.514179,1.223881,1.492537,0.000000,0.000000
0.020000,0.539204,25.000000,0.539254,1.253731,1.492537,0.000000,0.000000
