0.003704, 0.148148, 50
0.013868, 0.203281, 50
0.030801, 0.338661, 50
0.054492, 0.473828, 50
0.084927, 0.608691, 50
0.122085, 0.743156, 50
0.165941, 0.877122, 50
0.216465, 1.010483, 50
0.273621, 1.143119, 50
0.337366, 1.274903, 50
0.407651, 1.405693, 50
0.484417, 1.535331, 50
0.567599, 1.663643, 50
0.657121, 1.790431, 50
0.752895, 1.915477, 50
0.854821, 2.038536, 50
0.962788, 2.159335, 50
1.076667, 2.277573, 50
1.196313, 2.392917, 50
1.321563, 2.505013, 50
1.452238, 2.613484, 50
1.588135, 2.717953, 50
1.729038, 2.818061, 50
1.874714, 2.913511, 50
2.024920, 3.004128, 50
2.179417, 3.089942, 50
2.337983, 3.171305, 50
2.497500, 3.190343, 50
2.655067, 3.151343, 50
2.810864, 3.115937, 50
2.965145, 3.085627, 50
3.118239, 3.061870, 50
3.270535, 3.045927, 50
3.422470, 3.038704, 50
3.574501, 3.040626, 50
3.727080, 3.051579, 50
3.880627, 3.070925, 50
4.035506, 3.097592, 50
4.192017, 3.130217, 50
4.350382, 3.167307, 50
4.510751, 3.207381, 50
4.673206, 3.249088, 50
4.837769, 3.291272, 50
5.004420, 3.333005, 50
5.173099, 3.373584, 50
5.343724, 3.412512, 50
5.516198, 3.449465, 50
5.690411, 3.484260, 50
5.866252, 3.516820, 50
6.043609, 3.547148, 50
6.222374, 3.575299, 50
6.402442, 3.601368, 50
6.583716, 3.625468, 50
6.766102, 3.647729, 50
6.948563, 3.649222, 50
7.130024, 3.629214, 50
7.310295, 3.605421, 50
7.489279, 3.579681, 50
7.666873, 3.551876, 50
7.842968, 3.521908, 50
8.017454, 3.489713, 50
8.190218, 3.455279, 50
8.361151, 3.418668, 50
8.530153, 3.380043, 50
8.697139, 3.339704, 50
8.862045, 3.298117, 50
9.024842, 3.255949, 50
9.185547, 3.214091, 50
9.344230, 3.173664, 50
9.501029, 3.135990, 50
9.656156, 3.102535, 50
9.809896, 3.074799, 50
9.962605, 3.054179, 50
10.114695, 3.041804, 50
10.266615, 3.038390, 50
10.418822, 3.044140, 50
10.571757, 3.058714, 50
10.725821, 3.081277, 50
10.881352, 3.110617, 50
11.038617, 3.145296, 50
11.197807, 3.183811, 50
11.359043, 3.224724, 50
